RECEITA,INGREDIENTES,URL SITE,YOUTUBE,TEMPO,DIFICULDADE,CATEGORIAS
Pastéis de Coco,g de coco laminado desidratado ,https://24kitchen.pt/receita/pasteis-de-coco,https://youtu.be/VmkG4EWzFEA,45,média,Sobremesa
Torradas de Húmus de Beterraba com Abacate,"g de grão de bico cozido, g de beterraba assada,  beterraba cozida, ml de vinagre de sidra,  dentes de alho,  colheres de chá de açúcar,  colher de sopa de farinha de araruta,  colher de café de cominhos em pó,  colheres de sopa de tahini , Coentros ",https://24kitchen.pt/receita/torradas-de-humus-de-beterraba-com-abacate,https://youtu.be/rJOD9hfBXng,30,fácil,"Aperitivos e Petiscos, Pequeno-almoço e Brunch"
Omeleta Crocante com Queijo," ovos inteiros,  raminho de salsa , Sal e pimenta-preta ,  colher de chá de óleo de coco,  colheres de chá de sementes de girassol,  colher de chá de sementes de linhaça,  colher de chá de sementes de chia,  colheres de chá de sementes de abóbora,  pitada de açafrão-da-Índia,  colheres de sopa de queijo mozarela ralado",https://24kitchen.pt/receita/omeleta-crocante-com-queijo,https://youtu.be/bUUQxGdmq1k,30,fácil,"Pequeno-almoço e Brunch, Prato Principal"
Pudim de Chia com Manga e Coco,"g de sementes de chia, ml de água,  colher de chá de pasta de baunilha,  colher de chá de canela em pó, ml de leite de coco, Mel ,  manga madura inteira,  colheres de sopa de Coco ralado, Erva-cidreira fresca para decorar",https://24kitchen.pt/receita/pudim-de-chia-com-manga-e-coco,https://youtu.be/33owFfGa6TQ,30,fácil,Sobremesa
Pães de Trigo e Centeio,"Pão:, g de farinha de trigo, g de farinha de centeio, ml de água  picadas pequenas",https://24kitchen.pt/receita/paes-de-trigo-e-centeio,https://youtu.be/ASM6U4M7d50,180,dificil,Pequeno-almoço e Brunch
Risotto de Cevada Vegetariano,"g de cevada descascada , g de queijo parmesão ralado,  colheres de sopa de manteiga, Salada de rúcula para acompanhar",https://24kitchen.pt/receita/risotto-de-cevada-vegetariano,https://youtu.be/QOUHrfST8nQ,45,média,Prato Principal
Bolo de Cereais ,"g de manteiga amolecida, g de açúcar,  ovos,  colher de chá de essência de baunilha, g de flocos de aveia finos, g de farinha de espelta, g de farinha de arroz,  colher de sopa de fermento em pó,  pitada de sal, Açúcar em pó, Doce de pêssego para acompanhar",https://24kitchen.pt/receita/bolo-de-cereais,https://youtu.be/w3H00EZXiRk,45,média,"Sobremesa, Pequeno-almoço e Brunch"
Crocantes de Pera e Frutos Secos ," peras rocha descascadas, cortadas em cubinhos com sumo de limão , Sumo de ½ limão, g de gengibre cristalizado picado, g de nozes pecan picadas, g de amendoim torrado picado,  colheres de sopa de manteiga,  colher de sopa de açúcar, Flor de sal , Pimenta ,  folhas de massa filo, g de queijo chévre de cabra esfarelado",https://24kitchen.pt/receita/crocantes-de-pera-e-frutos-secos,https://youtu.be/C-zvbmEns34,45,média,"Sobremesa, Pequeno-almoço e Brunch"
Croquetes de Pescada com Amêndoa e Arroz de Passas e Pinhões ,"g de pescada cozida,  colheres de sopa de azeite,  cebola pequena picada,  colheres de sopa de cebolinho picado,  dentes de alho picados, ml de leite quente, g de pão ralado, g de amêndoas sem pele, inteiras, por tostar, Farinha de amêndoa para panar ,  ovo batido +  ovo batido, l de óleo,  colher de sopa de farinha, sal , pimenta , Arroz para acompanhamento ",https://24kitchen.pt/receita/croquetes-de-pescada-com-amendoa-e-arroz-de-passas-e-pinhoes,https://youtu.be/Jb8ULimXWkc,45,média,Prato Principal
Bavaroise de Frutos Secos ," folhas de gelatina, g de miolo de noz, g de cajus crus, g de amendoins tostados, g de coco laminado desidratado, g açúcar mascavado,  colher de sopa de essência de baunilha, ml água,  gemas, ml natas para bater,  claras, g de mistura de frutos secos picados para decorar",https://24kitchen.pt/receita/bavaroise-de-frutos-secos,https://youtu.be/vcVzszPKu2E,45,média,Sobremesa
Creme de Cebola e Castanhas com Erva-Doce," cebolas grandes descascadas e cortadas em juliana ,  colheres sopa de erva doce, ,l de água,  folhas de louro, ml de vinho branco,  colheres de sopa de farinha de araruta, Sal, Pimenta,  fatias de pão torrado, Azeite para regar",https://24kitchen.pt/receita/creme-de-cebola-e-castanhas-com-erva-doce,https://youtu.be/gwylNKoCvdE,45,média,Sopas e Cremes
Frango com Erva Príncipe ," cebola picada, ½ lt de água,  bolbo de erva príncipe ,  colheres de chá de gengibre fresco ralado,  colheres de sopa de chá de erva príncipe,  dentes de alho,  peitos de frango cortados em cubinhos, Sumo de  limão,  gemas, ml de natas, ml leite, g de arroz basmati, g de Amêndoas laminadas tostadas para finalizar, Sal, Pimenta",https://24kitchen.pt/receita/frango-com-erva-principe,https://youtu.be/fjPARx8TM7o,45,média,Prato Principal
Gelado de Erva Cidreira ,"ml de água, g de açúcar,  colheres de sopa de erva cidreira seca para chá,  folhas de erva cidreira frescas picadas, ½ colher de sopa de gengibre fresco,  claras em castelo, ml de natas, g de leite condensado",https://24kitchen.pt/receita/gelado-de-erva-cidreira,https://youtu.be/paX1C2tBKyk,45,média,Sobremesa
Ovos Verdes Surpresa," ovos cozidos e descascados, g de pão ralado, l de água, Pimenta, Sal,  colheres de sopa de vinagre,  colheres de sopa de salsa picada +  colheres de sopa de salsa picada, ½ malagueta verde sem sementes picada +  malagueta verde sem sementes picada, Ovo batido para panar, Farinha para panar, l de óleo",https://24kitchen.pt/receita/ovos-verdes-surpresa,https://youtu.be/YnhoRBzUQM0,45,média,"Aperitivos e Petiscos, Prato Principal"
Bacalhau Confitado com Malaguetas e Puré de Grão Picante ," lombos de bacalhau ,  malaguetas vermelhas inteiras,  cebola média picada, g de grão de bico cozido,  colheres de sopa de azeite,  colher de sopa de manteiga, ml de natas,  colher de café de piri-piri,  colher de café de paprika fumada picante, Cominhos , g de grelos frescos crus cortados, sal, pimenta,  limão, Coentros picados a gosto para finalizar",https://24kitchen.pt/receita/bacalhau-confitado-com-malaguetas-e-pure-de-grao-picante,https://youtu.be/riSQmgu5Izs,45,média,Prato Principal
Doce de Maçã e Malagueta ," dentes de alho picados,  maçãs Granny Smith descascadas e cortadas aos cubos ,  colher de chá de gengibre ralado, g de açúcar,  colheres de sopa de vinagre de maçã,  paus de canela, Sal , Tábua de queijos para servir",https://24kitchen.pt/receita/doce-de-maca-e-malagueta,https://youtu.be/rst3ZE8AKtQ,30,fácil,Sobremesa
Sopa de Grão com Espinafres," alho francês cortado em rodelas,  cebolas cortadas em rodelas,  chuchu cortado em cubos, g de grão de bico cozido e escorrido, , Lt de água, Sal, Pimenta,  colheres de sopa de azeite, g de espinafres frescos, Croutons",https://24kitchen.pt/receita/sopa-de-grao-com-espinafres,https://youtu.be/Qe1ID9obvvY,45,média,Sopas e Cremes
Perna de Peru no Forno com Batatinhas," perna de peru ,  colher chá de Paprika fumada,  raminhos de tomilho fresco,  colher de café de cominhos moídos,  dentes de alho descascados e esmagados, Pimenta , Sal , Azeite ",https://24kitchen.pt/receita/perna-de-peru-no-forno-com-batatinhas,https://youtu.be/oRYTGJLjE_o,45,média,Prato Principal
Mousse de Limão," lata de leite condensado , Folhas de hortelã",https://24kitchen.pt/receita/mousse-limao,https://youtu.be/otLJvVaYaro,30,fácil,Sobremesa
Camarões Picantes com Redução de Tangerina e Lima ,"g de miolo de camarão  , sumo de  limão,  malagueta vermelha picada,  tangerinas - sumo e raspa, sumo de  lima, ml de vinho moscatel,  colheres de sopa de açúcar amarelo,  colher de café de sal, sal e pimenta , azeite ,  dentes de alho picados, Salsa picada para finalizar, ½ baguete tostada cortada muito fininha, ½ pepino cortado em fatias muito finas",https://24kitchen.pt/receita/camaroes-picantes-com-reducao-de-tangerina-e-lima,https://youtu.be/m-BXm6ckkU0,45,média,"Aperitivos e Petiscos, Prato Principal"
Magret de Pato com Toranja , magret de pato ,https://24kitchen.pt/receita/magret-de-pato-com-toranja,https://youtu.be/cTa2n8oAhMg,45,média,Prato Principal
Panna Cotta Cítrica ,"ml de natas, g de açúcar,  colher de chá de essência de baunilha, Raspa de  limão,  folhas de gelatina, Sumo de  limão,  laranjas ,  pau de canela, g de açúcar,  ovos batidos,  colher de sopa de manteiga, Hortelã  para decorar",https://24kitchen.pt/receita/panna-cotta-citrica,https://youtu.be/GzZgTnY_QYE,45,média,Sobremesa
Pastéis de Alho-Francês,"g batatas cozidas ,  colheres de sopa de pão ralado, Azeite, Sal , l de óleo",https://24kitchen.pt/receita/pasteis-de-alho-frances,https://youtu.be/rW9Pe0X42Sw,45,média,"Aperitivos e Petiscos, Prato Principal"
Caldeirada de Tofu,"g de tofu mole,  folhas de alga Nori, g de batatas descascadas e cortadas às rodelas,  cebolas cortadasem rodelas finas,  pimento vermelho cortado às tiras,  pimento verde cortado às tiras, Colorau ,  tomates pelados e sem sementes aos pedaços, ml de vinho branco,  colheres de sopa de azeite,  malagueta pequena picada sem sementes, Molho de coentros, Pimenta , Sal ",https://24kitchen.pt/receita/caldeirada-de-tofu,https://youtu.be/rzsgt-IIwOM,45,média,Prato Principal
Arroz de Pato Vegetariano,"ml de vinho tinto,  cebola reduzida a puré,  dente de alho reduzido a puré, g de seitan cortado em quadrados cozido,  cebola cortada ao meio,  dente de alho esmagado,  chouriço vegetal,  colher de chá de paprika fumada, g de arroz vaporizado, ml de vinho do porto, Azeite, Sal , Pimenta ",https://24kitchen.pt/receita/arroz-de-pato-vegetariano,https://youtu.be/DiNVIEY2fTw,45,média,Prato Principal
"Pão de Sementes de Abóbora, Papoila e Girassol ","g de farinha integral, g de farinha de trigo,  saqueta ,  colher de chá de sal, g de açúcar amarelo, ml de água morna, g de sementes de girassol, g de sementes de Papoila, g de sementes de abóbora, Farinha de trigo para polvilhar, Mistura de sementes de girassol, de linhaça e abóbora para polvilhar, Leite para pincelar, Manteiga",https://24kitchen.pt/receita/pao-de-sementes-de-abobora-papoila-e-girassol,https://youtu.be/h7nz-zq3Sis,60,dificil,Pequeno-almoço e Brunch
Perú Estufado com Sementes de Mostarda e Arroz de Sementes de Coentros ,"Carne,  peito de peru inteiro com aproximadamente g,  colheres de sopa de azeite, ml de azeite,  cebolas , g de mostarda ancienne com grão +  colher de sopa à parte, g de amendoins picadas tostados,  cenoura cortada em rodelas, ml de natas, Sal e pimenta , Arroz de coentros,  colher de sopa de sementes de coentros,  colheres de sopa de azeite, g de arroz basmati, ml de água a ferver, Sal",https://24kitchen.pt/receita/peru-estufado-com-sementes-de-mostarda-e-arroz-de-sementes-de-coentros,https://youtu.be/256F5lV40bg,60,dificil,Prato Principal
Gelado de Tahine Caseiro (Inspirado no Halawi),"Para o tahine, g de sementes de sésamo brancas tostadas,  colher de sopa de óleo de sésamo, Para o gelado, g de tahine , g de mel, g de açúcar amarelo,  colher de café de essência de baunilha,  colher de sopa de sumo de limão, ml de natas para bater, g de sementes de sésamo pretas,  colheres de sopa de açúcar amarelo,  pitada de sal",https://24kitchen.pt/receita/gelado-de-tahine-caseiro-inspirado-no-halawi,https://youtu.be/_NQGD0QZ7h0,45,média,Sobremesa
Fritada de Queijo," ovos inteiros, g de farinha ,  cebola roxa picada fininha,  raminho de cebolinho",https://24kitchen.pt/receita/fritada-de-queijo,https://youtu.be/QFKRca1AoGs,45,média,Aperitivos e Petiscos
Feijoada à Brasileira,"kg de feijão preto ,  colheres de sopa de azeite,  cerveja de cl,  laranjas cortadas ao meio,  folhas de louro,  malagueta grande picada,  dentes de alho picados, Sal , Pimenta , Arroz branco para acompanhar",https://24kitchen.pt/receita/feijoada-brasileira,https://youtu.be/-KpYkomqlYI,45,média,Prato Principal
Ambrosia,"L de leite gordo,  ovos inteiros, g de açúcar branco, Sumo de  laranja, Sumo de  limão, Cravinhos , Canela ",https://24kitchen.pt/receita/ambrosia,https://youtu.be/MD6m71zrGR0,45,média,Sobremesa
Sopa Fria de Atum ,"g Tomate Maduro cortado grosseiramente  - lata - esmagado com um garfo,  Alcaparras, ½ pimento amarelo picado,  tomate sem sementes picado,  cebola roxa picada, Salsa picada ,  ovos cozidos picados para finalizar,  fatias de pão tipo “Rio Maior” sem côdea, ml de azeite para fritar o pão,  malagueta esmagada",https://24kitchen.pt/receita/sopa-fria-de-atum,https://youtu.be/GgtsbtYM4FI,45,média,Sopas e Cremes
Rolo de Atum,"g de atum fresco,  filetes de anchovas em azeite bem picado,  ovos cozidos bem picados,  cebola roxa bem picada, Salsa picada ,  dentes de alho picados,  pimento assado bem picado ,  ovos batidos, Sal e pimenta , Pão ralado ,  colheres de sopa de maionese,  colheres de sopa de iogurte,  colheres de sopa de alcaparras picadas, Sumo de ½ limão",https://24kitchen.pt/receita/rolo-de-atum,https://youtu.be/QxinyIwP24g,45,média,Prato Principal
Bolinhos de Atum ," colheres de sopa de azeite,  cebola média picada,  dentes de alho picados, g de atum em azeite escorrido,  ovo, g de farinha, ml de leite, Sal , Pimenta , Claras de  ovos,  colher de sopa de salsa picada, l de óleo quente , Salada de tomate e alface para acompanhar",https://24kitchen.pt/receita/bolinhos-de-atum,https://youtu.be/ANPJPKn__sQ,45,média,"Aperitivos e Petiscos, Prato Principal"
Tempura de Camarão," Camarões  cru , g de farinha de trigo, g de farinha de milho fina,  colher de sobremesa de alho em pó, ml de cerveja,  ovos, Sal, Pimenta, L de óleo, Pauzinhos, Maionese, Piri-piri em pó",https://24kitchen.pt/receita/tempura-camarao,https://youtu.be/LF8hHqD3Gfk,30,fácil,"Aperitivos e Petiscos, Prato Principal"
Arroz Gordo,"Asse previamente uma travessa com:  perna de frango e coxa cortadas em  , g de arroz agulha, ml de água quente, g de amêijoas cozidas com casca,  ovos cozidos cortados em quartos, g de passas, Azeitonas pretas descaroçadas , Pickles , g de amêndoas peladas, Cebolinho picado para decorar, Sal e pimenta ",https://24kitchen.pt/receita/arroz-gordo,https://youtu.be/jdrKySQELt8,45,média,Acompanhamento
Brisa-do-Liz,"g de açúcar, ml de água,  gemas de ovo, g de farinha de amêndoa, Manteiga para untar as formas, Açúcar para polvilhar ",https://24kitchen.pt/receita/brisa-do-liz,https://youtu.be/2byPVfOgjIs,45,média,Sobremesa
Pastéis de Massa Tenra ,"Para a massa, g de farinha de trigo, g de manteiga à temperatura ambiente, g de banha, ml de água,  colher de café de sal, Para o recheio, g de carne de vaca cortada em  partes,  cebola cortada em quartos,  cenoura cortada em rodelas,  dentes de alho, ml de vinho branco, ml de água, ¼ de chouriço de carne, g de bacon, Sal , Pimenta , Azeite , g de farinha de trigo, lt de óleo para fritar",https://24kitchen.pt/receita/pasteis-de-massa-tenra,https://youtu.be/jC1oBqrXWa0,45,média,Sobremesa
Bolas de Pizza ,"g de farinha de trigo, ml de leite, ml de água, g de manteiga à temperatura ambiente, g de fermento de padeiro desidratado,  ovo,  colher de chá de açúcar,  colher de café de sal, ml Azeite +  dentes de alho picados,  colheres de sopa de azeite,  cebola picada,  dente de alho picado,  tomates maduros picados , Oregãos, Parmesão ralado para finalizar, Spray de azeite ou Óleo",https://24kitchen.pt/receita/bolas-de-pizza,https://youtu.be/NQv1FPpRpM4,45,média,"Aperitivos e Petiscos, Prato Principal"
Rolos de Canela e Açúcar,"g de farinha, g de fermento de padeiro desidratado,  laranja , sal , Recheio, g de açúcar amarelo,  colheres de sopa de canela, g de manteiga em cubinhos",https://24kitchen.pt/receita/rolos-de-canela-e-acucar,https://youtu.be/bzKOfobse1Q,60,dificil,Sobremesa
Migas de Favas,"g de favas congeladas , g de broa esfarelada,  alhos picados, g de tomate congelado picado, ½ Chouriço de carne, g de coentros picados, ml de azeite,  ovos, tomate cereja para acompanhar",https://24kitchen.pt/receita/migas-de-favas,https://youtu.be/t3CrjkLLIB0,45,média,Prato Principal
Espirais de Espinafre e Queijo,"g de espinafres congelados em folha, g de manteiga com sal,  dente de alho esmagado,  folhas de manjericão,  colheres de sopa de azeite,  dentes de alho picados, ml de natas,  folhas massas filo, g de queijo requeijão esfarelado, g de queijo de cabra esfarelado, g de nozes tostadas picadas com a faca, Sementes de sésamo pretas para decorar, Sal , Pimenta ,  limão, mel para finalizar, salada para acompanhar",https://24kitchen.pt/receita/espirais-de-espinafre-e-queijo,https://youtu.be/S3uPA3a_YSA,45,média,"Aperitivos e Petiscos, Prato Principal"
Quadrados de Vegetais," colheres de azeite,  cebola picada, g de alho francês laminado congelado,  ovos, ml de natas, Sal e pimenta , g de mix oriental congelado, Ingredientes para o molho agridoce:, ml de polpa de tomate,  colheres de sopa de açúcar mascavado,  colher de sopa de farinha de araruta, ml de água, ml de vinagre de sidra,  colher de café de sal",https://24kitchen.pt/receita/quadrados-de-vegetais,https://youtu.be/q6fWgn_Wl9Y,45,média,"Aperitivos e Petiscos, Prato Principal"
Muffins de Carnes ,"g de carnes cozinhadas e desfiadas , ¼ de chouriço de carne cortado aos quadradinhos, g de arroz cozido, g de farinha de espelta,  colher de sopa fermento, ¼ de beterraba cozida triturada,  ovos, ml leite,  colher de sopa de manteiga,  pitada sal, ½ cebola picada,  dente de alho picado, Cominhos moídos , Pimenta ",https://24kitchen.pt/receita/muffins-de-carnes,https://youtu.be/3szVjZz8CMg,45,média,Prato Principal
Arroz de Forno ,"g de arroz vaporizado cozido,  cebola picada,  dente de alho picado, g de queijo mozarela ralada,  latas de atum em azeite , g de milho doce,  cenoura ralada,  colheres de sopa de salsa picada,  ovos, ml de natas,  colheres de sopa de queijo parmesão ralado, g de floretes de brócolos cozidos, Pão ralado , Sal e pimenta , Azeite , Salada verde para acompanhar",https://24kitchen.pt/receita/arroz-de-forno,https://youtu.be/a0YaPcDsPlM,45,média,Acompanhamento
"Brigadeiros de Bolo, Cacau e Noz","g de sobras de bolo , ½ lata de leite condensado,  colheres de sopa de vinho do porto, g de miolo de nozes + para rechear as bolinhas, g de manteiga derretida,  pitada sal, ½ colher de café de essência de baunilha,  colheres de sopa de cacau em pó, Cacau em pó para polvilhar,  meias nozes",https://24kitchen.pt/receita/brigadeiros-de-bolo-cacau-e-noz,https://youtu.be/8I44Cp69Ejw,30,fácil,Sobremesa
Atum Picante com Chapati,"g de cebola muito bem picada,  colheres de sopa de óleo,  latas de atum ,  colheres de sobremesa de têmpera de caril em pasta, Sal , Chapati:, g de farinha trigo sem fermento, ml de água, ½ colher de chá de sal grosso",https://24kitchen.pt/receita/atum-picante-com-chapati,https://youtu.be/JvIoTRGqOvo,45,média,Prato Principal
Chicken Masala," peitos de frango cortado aos cubos , Azeite ,  dentes de alho picados,  colheres de sopa bem cheias de tempera de GARAM MASALA em pó,  colher sobremesa de cominhos,  colher sobremesa de açafrão,  colher sobremesa de paprika,  colher de café bem cheia de gengibre fresco ralado,  malagueta vermelha grande picada,  cebola grande laminada bem fina, ml de nata, ml de leite de coco, Sumo de  lima,  molho de coentros picados grosseiramente, Sal , Arroz basmati cozido para acompanhar",https://24kitchen.pt/receita/chicken-masala,https://youtu.be/haAfKfSp8lQ,60,dificil,Prato Principal
Toucinho de Coco,"g de açúcar, ml de água,  pacote de leite de coco ",https://24kitchen.pt/receita/toucinho-de-coco,https://youtu.be/vudx19MZqU0,60,dificil,Sobremesa
Quiche Lorraine ," massa quebrada, g de bacon em cubos pequenos, ½ cebola picada,  dente de alho picado,  ovos inteiros +  gemas, g de creme fraiche, Sal , Pimenta , Noz moscada , Salada de rúcula",https://24kitchen.pt/receita/quiche-lorraine,https://youtu.be/0wEbHLCueIg,45,média,Prato Principal
Terrina de Pato com Pimenta Verde,"g de fígado de pato, ½ pato cortado em pedaços , ml vinho tinto, ml água,  ovos, ml de natas, ml de conhaque, ml de vinho do porto,  colher de chá de gengibre moído,  fatias de bacon, Sal , Pimenta , Pão torrado, Salada verde",https://24kitchen.pt/receita/terrina-de-pato-com-pimenta-verde,https://youtu.be/SZYwVQEP4t0,45,média,Prato Principal
Profiteroles com Baunilha e Molho de Chocolate ,"Recheio, g de açúcar, g de amido de milho, g de manteiga, ml de leite,  Ovos inteiros,  vagem de baunilha, Massa, g de farinha de trigo, g de manteiga sem sal, ml de água, Sal ,  colheres de sopa de açúcar,  ovos, Cobertura, Chocolate culinária % cacau ",https://24kitchen.pt/receita/profiteroles-com-baunilha-e-molho-de-chocolate,https://youtu.be/tL9bSCD6Q9k,45,média,Sobremesa
"Missoshiru com Atum, Abacate e Molho Ponzu","Para o missoshiru:, Cascas de legumes , Molho ponzu:, ml de molho de soja, Sumo de  limão, Sumo de  laranja,  colheres de sopa de vinagre de arroz, ml de água,  colher de sopa de fish sauce",https://24kitchen.pt/receita/missoshiru-com-atum-abacate-e-molho-ponzu,https://youtu.be/EMKVOMI1AGI,45,média,Prato Principal
Espetadas com Molho Teriyaki," gr de carne de vaca cortada em cubos grandes, g de Cogumelos shitake,  cebola cortada meias luas grandes, Sementes de sésamos , Sake para servir como acompanhamento , óleo de sésamo,  palitos grandes, Molho teriyaki:,  colheres de sopa de açúcar amarelo,  colher de chá de gengibre ralado,  colheres de sopa de vinagre branco,  colheres de sopa de saquê, ml molho de soja,  colher de chá de farinha de araruta",https://24kitchen.pt/receita/espetadas-com-molho-teriyaki,https://youtu.be/w6gdakK3MBE,45,média,Prato Principal
California Rolls ,"Molho do arroz , ml de água,  alga kombu, Sushi,  manga laminada, g de queijo fresco creme para barrar, g de salmão cortado em tiras,  pepino laminado, Sementes de sésamo pretas e brancas, ,  embalagem de alga noori, ml de molho de soja, em tacinha, para servir, g de wasabi, em tacinha, para servir, gengibre de sushi , em tacinha, para servir",https://24kitchen.pt/receita/california-rolls,https://youtu.be/vzOiwz1gEcg,45,média,Prato Principal
Pão de Vinho Tinto ,"g de farinha de trigo, ml de vinho tinto, g de figos picados com uma faca , g de nozes picadas grosseiramente, g de fermento de padeiro desidratado,  estrela de anis,  pau de canela,  casca de laranja, g de sal, Queijinho pequeno para acompanhar",https://24kitchen.pt/receita/pao-de-vinho-tinto,https://youtu.be/QNYTgwO5ook,60,dificil,Pequeno-almoço e Brunch
Coelho Estufado com Arroz de Cerveja ," coelho cortado em bocados ,  cenoura laminada,  talo de aipo, zimbro , sal , pimenta , g de arroz carolino, ml de água quente, Salsa picada ",https://24kitchen.pt/receita/coelho-estufado-com-arroz-de-cerveja,https://youtu.be/OaAxcyPUqik,45,média,Prato Principal
Crepe Suzette,"Para os crepes:, ml leite meio-gordo, ml água, ml de rum,  colher de sopa açúcar,  ovos inteiros, g farinha, g manteiga derretida,  pitada de sal, Para a manteiga de laranja:, g açúcar, Raspa e sumo de uma laranja , g manteiga em cubos,  colheres de sopa rum +  colheres de sopa,  colheres de sopa óleo, Açúcar em pó para polvilhar",https://24kitchen.pt/receita/crepe-suzette,https://youtu.be/BmFydDo6cd0,45,média,"Pequeno-almoço e Brunch, Sobremesa"
Bolo de Banana e Chocolate Negro," bananas bem maduras, g de farinha de trigo, g de manteiga amolecida, g de açúcar amarelo,  ovos,  colher de chá de fermento em pó,  pitada de sal,  colher de chá de essência de baunilha, g de chocolate negro picado com faca, Manteiga e cacau para untar a forma",https://24kitchen.pt/receita/bolo-de-banana-e-chocolate-negro,https://youtu.be/ZNER3Yz7rsQ,45,média,Sobremesa
Bolo Cítrico,"ml de creme fraiche, Sumo de  lima,  ovos, g de manteiga amolecida, Gomos de  tangerina sem os caroços,  laranja sem a parte branca e sem caroços, cortada em cubos, raspa de  laranja, g de açúcar, g de farinha de trigo, g de fécula de batata,  colher de chá de fermento,  pitada de sal, Açúcar em pó para polvilhar",https://24kitchen.pt/receita/bolo-citrico,https://youtu.be/WeNTB_RgHyk,45,média,Pequeno-almoço e Brunch
Tarte de Diospiro,"g de dióspiro de roer maduros cortado em cubos ,  ovos, Sumo de  limão, g de açúcar,  pau de canela,  colher de sopa de manteiga,  claras, g de açúcar,  rolo de massa quebrada, Gotas de limão, Sal ,  colher de sopa de amido de milho",https://24kitchen.pt/receita/tarte-de-diospiro,https://youtu.be/OuiG4fxOTcM,45,média,Sobremesa
Floretes Fritos ," couve-flor de kg cozida , g de manteiga, g de farinha de trigo, ml de leite, Sal , Pimenta , Noz moscada ,  gema de ovo,  ovo,  colher de sopa de natas líquidas,  ovo batido, lt de óleo ou azeite a ferver, Para a maionese:, g de maionese,  iogurte natural,  colheres sopa de concentrado de tomate,  dente de alho inteiro sem casca",https://24kitchen.pt/receita/floretes-fritos,https://youtu.be/S7uAZHP6-Qg,45,média,Aperitivos e Petiscos
Batatas Recheadas com Pescada ," batatas grandes, com aproximadamente cm, cozidas , sal, pimenta, noz moscada,  colheres de sopa de Azeite, Azeite em spray",https://24kitchen.pt/receita/batatas-recheadas-com-pescada,https://youtu.be/7bPRt5isM0k,45,média,Prato Principal
Escondidinho de Legumes ,"g de manteiga, g de farinha,  cebola picada,  dentes de alho picados, g cenouras picadas , ½ couve-coração ripada, Sal e pimenta , ml de leite, g de queijo mozarela ralado, g de parmesão ralado",https://24kitchen.pt/receita/escondidinho-de-legumes,https://youtu.be/xJ7gmhlX4tw,45,média,Prato Principal
Arroz de Fumeiro,"g de entremeada, g de carne de vaca para cozer com pouca gordura,  perna com aba de frango, ml vinho tinto, g de arroz vaporizado ,  colheres de sopa de azeite, Sal, Pimenta,  lt.de água a ferver para cozer as carnes",https://24kitchen.pt/receita/arroz-de-fumeiro,https://youtu.be/JNir-cvNNi4,45,média,Prato Principal
Arroz de Marisco," camarões  cozidos, Salsa, Azeite, Sal, Pimenta, ,lt de água a ferver",https://24kitchen.pt/receita/arroz-de-marisco,https://youtu.be/6jnnePxdgVs,60,dificil,Prato Principal
Bolinhas de Arroz Doce com Maçã,"ml leite gordo , g de açúcar,  colher desobremesa de manteiga, Açúcar e canela para terminar",https://24kitchen.pt/receita/bolinhas-de-arroz-doce-com-maca,https://youtu.be/X01DS28xffw,45,média,Sobremesa
Pão ao Vapor ,"Para o pão:, ml água, g fermento de padeiro desidratado, g farinha de trigo, ½ colher de chá de flor de sal,  colher de sopa de açúcar, Para o recheio:, g de frango cozinhado e desfiado,  cebola picada, Salsa ,  dente de alho picado, ½ colher de chá de flor de sal,  colher de sobremesa rasa de cominhos moídos,  colher de chá de gengibre moído, ½ malagueta vermelha picada,  colher de chá de curcuma,  colheres de sopa de azeite",https://24kitchen.pt/receita/pao-ao-vapor,https://youtu.be/qfw1pH3oj3A,60,dificil,Pequeno-almoço e Brunch
Salmão Recheado ao Vapor," lombos de salmão sem pele e sem espinhas , sumo  limão, sal, Pimenta, Tomilho fresco  em ramo,  talo de aipo picado, Azeite, Arroz basmati para acompanhar",https://24kitchen.pt/receita/salmao-recheado-ao-vapor,https://youtu.be/zkt485g2e1g,45,média,Prato Principal
Pudim de Chocolate e Avelãs ao Vapor ,"g de avelãs tostadas e sem pele, g de chocolate culinária derretido,  ovos, g açúcar, ml leite gordo,  colher de chá de essência de baunilha, ½ colher de café de flor de sal,  colher de sopa de amido de milho, Caramelo de compra para forrar a forma",https://24kitchen.pt/receita/pudim-de-chocolate-e-avelas-ao-vapor,https://youtu.be/-ZL3uykvyns,60,dificil,Sobremesa
Croquete de Peru com Puré de Maçã," colheres de sopa de manteiga,  cebola grande picada,  dentes de alho picados, g de carne de peru desfiada miudinha ,  colher de café de cominhos, sal e pimenta, g de farinha, ml de leite meio gordo, sumo de meio limão,  folhas de manjericão picadas, Óleo para fritar, Salada de agrião baby para acompanhamento, Para panar:, g de farinha,  ovos batidos, g de Panko, Para o Puré:,  maçãs reineta descascadas e cortadas em cubos de cm,  colher de sopa de manteiga, Sal",https://www.24kitchen.pt/receita/croquete-de-peru-com-pure-de-maca,missing video,45,média,"Aperitivos e Petiscos, Prato Principal"
